  2.0020000e+003  4.0000000e+000  1.1000000e+002  9.0000000e+000  0.0000000e+000  8.0000000e+000  3.0000000e+000  8.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  0.0000000e+000  1.0700000e+002  7.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0020000e+003  5.0000000e+000  1.1000000e+002  8.0000000e+000  0.0000000e+000  0.0000000e+000  3.0000000e+000  4.0000000e+000  2.0000000e+000  6.0000000e+000  1.0000000e+000  9.0000000e+000  1.0800000e+002  0.0000000e+000  3.0000000e+000  5.0000000e+000
  2.0020000e+003  6.0000000e+000  1.1000000e+002  6.0000000e+000  0.0000000e+000  2.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  5.0000000e+000  1.0000000e+000  8.0000000e+000  1.0800000e+002  3.0000000e+000  3.0000000e+000  5.0000000e+000
  2.0020000e+003  7.0000000e+000  1.0800000e+002  7.0000000e+000 -1.0000000e+000  7.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  5.0000000e+000  0.0000000e+000  0.0000000e+000  1.0800000e+002  6.0000000e+000  3.0000000e+000  4.0000000e+000
  2.0020000e+003  8.0000000e+000  1.0900000e+002  0.0000000e+000  0.0000000e+000  2.0000000e+000  3.0000000e+000  5.0000000e+000  2.0000000e+000  6.0000000e+000  0.0000000e+000  2.0000000e+000  1.0800000e+002  9.0000000e+000  3.0000000e+000  4.0000000e+000
  2.0020000e+003  9.0000000e+000  1.1100000e+002  0.0000000e+000  1.0000000e+000  9.0000000e+000  3.0000000e+000  5.0000000e+000  2.0000000e+000  6.0000000e+000  2.0000000e+000  1.0000000e+000  1.0900000e+002  2.0000000e+000  3.0000000e+000  4.0000000e+000
  2.0020000e+003  1.0000000e+001  1.1100000e+002  6.0000000e+000  0.0000000e+000  5.0000000e+000  3.0000000e+000  7.0000000e+000  2.0000000e+000  8.0000000e+000  2.0000000e+000  7.0000000e+000  1.0900000e+002  6.0000000e+000  3.0000000e+000  5.0000000e+000
  2.0020000e+003  1.1000000e+001  1.1100000e+002  6.0000000e+000  0.0000000e+000  0.0000000e+000  3.0000000e+000  6.0000000e+000  2.0000000e+000  7.0000000e+000  2.0000000e+000  7.0000000e+000  1.0900000e+002  9.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0020000e+003  1.2000000e+001  1.1200000e+002  4.0000000e+000  0.0000000e+000  7.0000000e+000  3.0000000e+000  4.0000000e+000  2.0000000e+000  6.0000000e+000  3.0000000e+000  4.0000000e+000  1.1000000e+002  2.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  1.0000000e+000  1.1100000e+002  8.0000000e+000  0.0000000e+000  5.0000000e+000  3.0000000e+000  1.0000000e+000  2.0000000e+000  3.0000000e+000  0.0000000e+000  5.0000000e+000  1.1000000e+002  5.0000000e+000  3.0000000e+000  5.0000000e+000
  2.0030000e+003  2.0000000e+000  1.1200000e+002  0.0000000e+000  0.0000000e+000  1.0000000e+000  4.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  0.0000000e+000  4.0000000e+000  1.1000000e+002  9.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  3.0000000e+000  1.1400000e+002  5.0000000e+000  2.0000000e+000  3.0000000e+000  4.0000000e+000  1.0000000e+000  3.0000000e+000  1.0000000e+000  1.0000000e+000  8.0000000e+000  1.1100000e+002  3.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  4.0000000e+000  1.1400000e+002  6.0000000e+000  0.0000000e+000  1.0000000e+000  3.0000000e+000  4.0000000e+000  2.0000000e+000  6.0000000e+000  1.0000000e+000  9.0000000e+000  1.1100000e+002  6.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  5.0000000e+000  1.1500000e+002  1.0000000e+000  0.0000000e+000  4.0000000e+000  3.0000000e+000  8.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  4.0000000e+000  1.1900000e+002  9.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  6.0000000e+000  1.1400000e+002  9.0000000e+000  0.0000000e+000  2.0000000e+000  3.0000000e+000  8.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  2.0000000e+000  1.1200000e+002  3.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  7.0000000e+000  1.1200000e+002  7.0000000e+000 -1.0000000e+000  9.0000000e+000  3.0000000e+000  6.0000000e+000  2.0000000e+000  7.0000000e+000  0.0000000e+000  2.0000000e+000  1.1200000e+002  6.0000000e+000  3.0000000e+000  7.0000000e+000
  2.0030000e+003  8.0000000e+000  1.1200000e+002  6.0000000e+000  0.0000000e+000  0.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  5.0000000e+000  0.0000000e+000  2.0000000e+000  1.1200000e+002  9.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  9.0000000e+000  1.1400000e+002  8.0000000e+000  1.0000000e+000  9.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  5.0000000e+000  2.0000000e+000  1.0000000e+000  1.1300000e+002  2.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  1.0000000e+001  1.1500000e+002  2.0000000e+000  0.0000000e+000  4.0000000e+000  3.0000000e+000  2.0000000e+000  2.0000000e+000  4.0000000e+000  2.0000000e+000  4.0000000e+000  1.1300000e+002  5.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  1.1000000e+001  1.1500000e+002  4.0000000e+000  0.0000000e+000  2.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  5.0000000e+000  2.0000000e+000  6.0000000e+000  1.1300000e+002  8.0000000e+000  3.0000000e+000  6.0000000e+000
  2.0030000e+003  1.2000000e+001  1.1500000e+002  9.0000000e+000  0.0000000e+000  4.0000000e+000  3.0000000e+000  1.0000000e+000  2.0000000e+000  3.0000000e+000  3.0000000e+000  1.0000000e+000  1.1400000e+002  1.0000000e+000  3.0000000e+000  5.0000000e+000
  2.0040000e+003  1.0000000e+000  1.1500000e+002  1.0000000e+000  0.0000000e+000  7.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  2.0000000e+000  0.0000000e+000  7.0000000e+000  1.1400000e+002  4.0000000e+000  3.0000000e+000  5.0000000e+000
  2.0040000e+003  2.0000000e+000  1.1400000e+002  8.0000000e+000  0.0000000e+000  3.0000000e+000  2.0000000e+000  5.0000000e+000  1.0000000e+000  9.0000000e+000 -1.0000000e+000  0.0000000e+000  1.1400000e+002  6.0000000e+000  3.0000000e+000  4.0000000e+000
  2.0040000e+003  3.0000000e+000  1.1700000e+002  6.0000000e+000  2.0000000e+000  5.0000000e+000  2.0000000e+000  7.0000000e+000  2.0000000e+000  0.0000000e+000  1.0000000e+000  5.0000000e+000  1.1400000e+002  9.0000000e+000  3.0000000e+000  2.0000000e+000
  2.0040000e+003  4.0000000e+000  1.1700000e+002  9.0000000e+000  0.0000000e+000  3.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  2.0000000e+000  1.0000000e+000  8.0000000e+000  1.1500000e+002  2.0000000e+000  3.0000000e+000  2.0000000e+000
  2.0040000e+003  5.0000000e+000  1.1800000e+002  5.0000000e+000  0.0000000e+000  4.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  2.0000000e+000  2.0000000e+000  2.0000000e+000  1.1500000e+002  4.0000000e+000  3.0000000e+000  1.0000000e+000
  2.0040000e+003  6.0000000e+000  1.1800000e+002  1.0000000e+000  0.0000000e+000  3.0000000e+000  2.0000000e+000  8.0000000e+000  2.0000000e+000  1.0000000e+000  1.0000000e+000  9.0000000e+000  1.1500000e+002  7.0000000e+000  3.0000000e+000  1.0000000e+000
  2.0040000e+003  7.0000000e+000  1.1600000e+002  0.0000000e+000 -1.0000000e+000  8.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  2.0000000e+000  0.0000000e+000  1.0000000e+000  1.1600000e+002  0.0000000e+000  3.0000000e+000  0.0000000e+000
  2.0040000e+003  8.0000000e+000  1.1500000e+002  7.0000000e+000  0.0000000e+000  2.0000000e+000  2.0000000e+000  7.0000000e+000  2.0000000e+000  0.0000000e+000  0.0000000e+000  2.0000000e+000  1.1600000e+002  2.0000000e+000  2.0000000e+000  9.0000000e+000
  2.0040000e+003  9.0000000e+000  1.1800000e+002  0.0000000e+000  2.0000000e+000  0.0000000e+000  2.0000000e+000  8.0000000e+000  2.0000000e+000  1.0000000e+000  1.0000000e+000  8.0000000e+000  1.1600000e+002  5.0000000e+000  2.0000000e+000  9.0000000e+000
  2.0040000e+003  1.0000000e+001  1.1800000e+002  9.0000000e+000  0.0000000e+000  8.0000000e+000  3.0000000e+000  2.0000000e+000  2.0000000e+000  4.0000000e+000  2.0000000e+000  6.0000000e+000  1.1600000e+002  8.0000000e+000  2.0000000e+000  9.0000000e+000
  2.0040000e+003  1.1000000e+001  1.1900000e+002  0.0000000e+000  0.0000000e+000  1.0000000e+000  3.0000000e+000  1.0000000e+000  2.0000000e+000  3.0000000e+000  2.0000000e+000  7.0000000e+000  1.1700000e+002  1.0000000e+000  2.0000000e+000  9.0000000e+000
  2.0040000e+003  1.2000000e+001  1.1900000e+002  5.0000000e+000  0.0000000e+000  4.0000000e+000  3.0000000e+000  1.0000000e+000  2.0000000e+000  3.0000000e+000  3.0000000e+000  1.0000000e+000  1.1700000e+002  4.0000000e+000  2.0000000e+000  9.0000000e+000
  2.0050000e+003  1.0000000e+000  1.1900000e+002  8.0000000e+000  0.0000000e+000  3.0000000e+000  4.0000000e+000  0.0000000e+000  3.0000000e+000  0.0000000e+000  0.0000000e+000  3.0000000e+000  1.1700000e+002  8.0000000e+000  3.0000000e+000  0.0000000e+000
  2.0050000e+003  2.0000000e+000  1.1800000e+002  3.0000000e+000 -1.0000000e+000  2.0000000e+000  3.0000000e+000  1.0000000e+000  2.0000000e+000  3.0000000e+000 -1.0000000e+000  0.0000000e+000  1.1800000e+002  1.0000000e+000  3.0000000e+000  0.0000000e+000
  2.0050000e+003  3.0000000e+000  1.2100000e+002  0.0000000e+000  2.0000000e+000  3.0000000e+000  2.0000000e+000  9.0000000e+000  2.0000000e+000  2.0000000e+000  1.0000000e+000  3.0000000e+000  1.1800000e+002  4.0000000e+000  3.0000000e+000  1.0000000e+000
  2.0050000e+003  4.0000000e+000  1.2100000e+002  9.0000000e+000  0.0000000e+000  8.0000000e+000  3.0000000e+000  4.0000000e+000  2.0000000e+000  6.0000000e+000  2.0000000e+000  1.0000000e+000  1.1800000e+002  7.0000000e+000  3.0000000e+000  1.0000000e+000
  2.0050000e+003  5.0000000e+000  1.2200000e+002  3.0000000e+000  0.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  2.0000000e+000  4.0000000e+000  2.0000000e+000  4.0000000e+000  1.1900000e+002  0.0000000e+000  3.0000000e+000  1.0000000e+000
  2.0050000e+003  6.0000000e+000  1.2200000e+002  0.0000000e+000  0.0000000e+000  2.0000000e+000  3.0000000e+000  3.0000000e+000  2.0000000e+000  5.0000000e+000  2.0000000e+000  1.0000000e+000  1.1900000e+002  4.0000000e+000  3.0000000e+000  2.0000000e+000
  2.0050000e+003  7.0000000e+000  1.2000000e+002  5.0000000e+000 -1.0000000e+000  2.0000000e+000  3.0000000e+000  9.0000000e+000  2.0000000e+000  9.0000000e+000  0.0000000e+000  9.0000000e+000  1.1900000e+002  7.0000000e+000  3.0000000e+000  2.0000000e+000
  2.0050000e+003  8.0000000e+000  1.2000000e+002  0.0000000e+000  0.0000000e+000  4.0000000e+000  3.0000000e+000  7.0000000e+000  2.0000000e+000  8.0000000e+000  0.0000000e+000  4.0000000e+000  1.2000000e+002  1.0000000e+000  3.0000000e+000  3.0000000e+000
